country,isced,retired,age,female,couple,alwaysdis,eligibleSR,id,age2,Germany,Sweden,Netherland,Spain,Italy,France,Denmark,Greece,Switzerland,Belgium,Israel,CzechRepublic,Poland,Luxembourg,Hungary,Portugal,Slovenia,Estonia,Croatia,isced1,isced2,isced3,isced4,isced5,isced6
Belgium,Isced-97 code 1,1,84,1,0,1,1,838,7056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 5,1,68,1,1,1,1,839,4624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,0,53,1,1,1,0,840,2809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,77,0,0,1,1,841,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,84,1,0,1,1,842,7056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,75,1,0,1,1,843,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,62,1,1,1,0,844,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,64,1,1,1,0,845,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,69,0,1,0,1,846,4761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,72,1,0,1,1,847,5184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,61,1,1,0,0,848,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,68,0,1,1,1,849,4624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,77,0,1,0,1,850,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,77,0,1,1,1,851,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,75,1,1,1,1,852,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,67,0,1,1,1,853,4489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,71,0,0,1,1,856,5041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,64,0,1,1,0,857,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,0,62,1,1,1,0,858,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,74,0,1,1,1,859,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,59,1,0,1,0,860,3481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,74,0,1,0,1,861,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,70,1,1,1,1,862,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 3,1,67,0,1,1,1,863,4489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,0,60,1,1,1,0,865,3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,0,58,0,1,1,0,866,3364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,0,61,0,1,1,0,868,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,75,0,1,1,1,869,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,72,1,1,1,1,870,5184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,1,73,1,1,0,1,871,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,70,0,1,0,1,872,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,0,61,1,0,1,0,874,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 2,0,58,0,1,0,0,877,3364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,76,1,0,1,1,879,5776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 3,1,74,0,0,1,1,880,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,1,77,0,1,1,1,881,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,73,1,0,1,1,882,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,66,1,0,1,1,884,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 1,1,90,1,0,1,1,885,8100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 5,0,58,1,1,1,0,887,3364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 1,1,85,1,0,1,1,888,7225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 1,1,82,0,0,0,1,889,6724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 5,0,60,1,1,1,0,891,3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 4,0,56,0,1,0,0,892,3136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Belgium,Isced-97 code 5,0,64,1,1,1,0,894,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,66,0,1,1,1,895,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,72,1,1,1,1,896,5184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,63,0,1,1,0,899,3969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 2,1,66,1,1,1,1,900,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,64,1,0,1,0,901,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,60,0,1,1,0,903,3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,55,1,1,1,0,904,3025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,75,1,0,1,1,905,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,1,70,0,1,0,1,907,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,0,62,1,0,1,0,908,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,59,0,0,1,0,909,3481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,None,1,67,0,0,1,1,910,4489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Isced-97 code 5,1,73,0,1,1,1,911,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,68,1,1,1,1,912,4624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,79,1,0,1,1,913,6241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,61,0,0,0,0,914,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,63,0,1,1,0,915,3969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 3,1,67,1,1,1,1,916,4489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,69,0,1,1,1,919,4761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 2,1,68,1,1,0,1,920,4624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,71,1,0,1,1,921,5041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,0,60,1,0,1,0,922,3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 2,0,58,1,0,1,0,923,3364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 1,1,82,1,0,1,1,924,6724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 5,1,84,0,1,0,1,925,7056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,77,1,1,1,1,926,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,1,72,1,1,1,1,929,5184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,None,1,63,1,0,1,1,931,3969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Isced-97 code 3,1,75,0,0,1,1,932,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,0,64,1,1,0,0,935,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 1,1,74,1,0,1,1,936,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 5,1,64,1,1,1,0,937,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,66,1,0,1,1,939,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,73,1,1,1,1,940,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,74,0,1,1,1,941,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,0,64,0,1,1,0,942,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,75,0,1,0,1,943,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,74,1,1,0,1,944,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,73,0,0,1,1,945,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,61,1,1,1,0,946,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,79,1,0,1,1,947,6241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,0,62,1,0,0,0,948,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 1,1,73,1,0,1,1,949,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 2,1,66,0,1,0,1,950,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,70,1,1,1,1,952,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,74,1,1,1,1,955,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,82,0,1,0,1,956,6724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,0,62,0,1,1,0,957,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 3,0,57,1,0,1,0,958,3249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,83,1,0,1,1,959,6889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,58,1,0,0,0,961,3364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 3,1,74,1,0,1,1,962,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,66,0,0,0,1,963,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,69,0,1,1,1,964,4761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,65,1,1,1,1,965,4225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,0,64,1,1,1,0,966,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,74,0,1,1,1,967,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 6,1,85,0,0,1,1,968,7225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,Isced-97 code 6,1,66,0,1,1,1,969,4356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,Isced-97 code 1,1,81,1,0,1,1,970,6561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 5,0,61,1,1,1,0,971,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,68,1,0,1,1,974,4624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,70,1,1,1,1,975,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,72,0,0,1,1,976,5184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,75,1,0,1,1,977,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,64,0,1,1,0,978,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,62,1,1,1,0,979,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,68,1,1,1,1,980,4624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,78,0,1,1,1,981,6084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,75,1,1,1,1,982,5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,73,0,1,1,1,983,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 2,1,76,1,0,1,1,985,5776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 2,1,74,1,0,1,1,986,5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 1,1,80,0,1,1,1,987,6400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 3,1,77,1,1,1,1,988,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,65,1,1,1,1,989,4225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,1,69,1,1,1,1,990,4761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 3,1,65,0,1,1,1,991,4225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 1,0,59,1,1,1,0,992,3481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 3,1,73,1,0,1,1,993,5329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 1,1,85,1,0,1,1,994,7225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 2,1,89,0,0,1,1,995,7921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 5,0,59,0,1,1,0,996,3481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,85,1,0,0,1,997,7225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,85,1,0,0,1,998,7225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,1,70,0,0,1,1,999,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 1,1,80,1,1,0,1,1000,6400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 2,1,70,1,1,1,1,1001,4900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,1,69,0,1,1,1,1002,4761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 2,1,62,1,0,1,0,1003,3844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgium,Isced-97 code 3,0,61,1,1,0,0,1004,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 3,0,54,0,1,0,0,1005,2916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 1,1,80,0,1,1,1,1006,6400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,Isced-97 code 3,1,77,1,0,1,1,1007,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,Isced-97 code 5,1,77,0,1,1,1,1008,5929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 5,0,63,0,1,0,0,1009,3969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,Isced-97 code 1,1,81,1,1,0,1,1010,6561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
